subscription_level,sign_up_date,building_type,vacancy_level,city_id,has_online_tour,photo_quality,lead_volume
Level4,6/23/17,low-rise,LOW,152,,high,medium
Level4,4/27/17,mid-rise,HIGH,154,no,low,high
Level4,2/3/14,low-rise,LOW,199,,low,high
Level2,8/4/16,low-rise,HIGH,188,no,low,high
Level3,1/24/17,mid-rise,HIGH,152,no,high,medium
Level3,9/23/18,low-rise,LOW,180,,high,medium
Level2,9/5/18,low-rise,LOW,103,,low,high
Level1,8/23/18,low-rise,LOW,160,,low,high
Level4,9/2/18,mid-rise,LOW,141,,high,medium
Level8,5/25/17,low-rise,LOW,191,,low,high
Level8,10/23/17,mid-rise,LOW,199,,low,medium
Level3,2/27/17,low-rise,LOW,152,,high,medium
Level1,5/28/17,mid-rise,LOW,195,,high,medium
Level3,8/4/17,low-rise,HIGH,195,no,low,medium
Level2,7/28/16,low-rise,HIGH,169,no,high,medium
Level8,10/3/18,low-rise,LOW,193,,high,high
Level2,7/24/18,mid-rise,LOW,179,,low,high
Level7,3/1/17,low-rise,LOW,193,,low,high
Level7,3/25/17,low-rise,LOW,193,,high,medium
Level7,9/2/16,mid-rise,LOW,155,,low,high
Level3,4/25/18,low-rise,HIGH,152,no,low,high
Level9,6/6/18,low-rise,LOW,199,,low,high
Level3,11/1/17,low-rise,LOW,180,,high,medium
Level1,4/4/14,mid-rise,LOW,123,,high,medium
Level3,3/5/18,low-rise,LOW,160,,high,medium
Level3,9/23/16,low-rise,LOW,180,,low,high
Level3,6/3/17,low-rise,LOW,105,,high,medium
Level6,10/29/16,low-rise,LOW,123,,low,high
Level1,1/2/18,mid-rise,LOW,188,,high,medium
Level4,1/3/18,low-rise,LOW,154,,low,high
Level3,1/31/17,low-rise,LOW,152,,high,medium
Level3,11/5/16,low-rise,LOW,130,,high,medium
Level3,1/30/17,mid-rise,HIGH,188,no,low,high
Level1,9/3/17,mid-rise,LOW,176,,low,high
Level7,10/30/14,low-rise,LOW,138,,low,high
Level1,11/24/16,mid-rise,LOW,165,,high,high
Level5,8/6/17,mid-rise,LOW,103,,high,medium
Level10,12/1/16,low-rise,LOW,193,,high,medium
Level5,6/5/18,low-rise,LOW,130,,high,medium
Level9,5/27/16,mid-rise,HIGH,180,no,low,high
Level2,1/23/18,low-rise,LOW,195,,low,high
Level2,9/1/18,low-rise,LOW,154,,high,medium
Level9,7/28/18,mid-rise,LOW,180,,high,medium
Level5,10/24/15,mid-rise,LOW,179,,high,high
Level6,11/2/18,mid-rise,LOW,180,,high,medium
Level9,5/5/18,mid-rise,LOW,179,,low,high
Level4,7/6/17,mid-rise,LOW,195,,low,high
Level9,10/7/18,mid-rise,HIGH,193,no,low,high
Level4,3/24/17,mid-rise,LOW,130,,high,medium
Level3,1/1/17,low-rise,LOW,199,,high,medium
Level5,12/1/16,low-rise,LOW,193,,high,high
Level2,10/6/17,mid-rise,LOW,130,,low,medium
Level1,2/1/17,low-rise,LOW,155,,high,high
Level10,4/6/18,low-rise,LOW,130,,low,high
Level2,9/24/17,mid-rise,LOW,193,,high,high
Level3,7/5/17,low-rise,LOW,193,,high,medium
Level3,11/30/16,low-rise,LOW,123,,low,high
Level4,6/2/17,low-rise,LOW,188,,low,medium
Level4,10/1/18,mid-rise,LOW,193,,high,medium
Level8,4/28/19,mid-rise,LOW,155,,high,medium
Level8,8/4/16,low-rise,LOW,152,,high,medium
Level1,11/6/18,low-rise,LOW,152,,high,high
Level1,12/2/18,low-rise,LOW,199,,high,medium
Level7,2/26/17,low-rise,LOW,175,,low,high
Level2,1/4/18,mid-rise,LOW,152,,high,medium
Level3,6/23/17,low-rise,LOW,176,,high,medium
Level7,10/29/17,low-rise,LOW,191,,high,medium
Level8,10/5/17,mid-rise,LOW,123,,low,medium
Level8,1/2/17,low-rise,LOW,193,,low,high
Level8,12/29/18,mid-rise,LOW,180,,high,medium
Level8,12/31/16,mid-rise,LOW,154,,low,high
Level2,11/26/16,low-rise,LOW,155,,high,high
Level4,6/23/18,low-rise,LOW,193,,low,high
Level6,10/31/16,mid-rise,LOW,152,,high,medium
Level8,8/29/18,low-rise,LOW,155,,high,medium
Level3,9/28/17,low-rise,LOW,193,,low,high
Level3,11/23/15,low-rise,HIGH,180,no,low,high
Level8,2/28/18,mid-rise,LOW,195,,high,medium
Level3,7/25/18,low-rise,HIGH,199,no,high,high
Level1,11/4/17,low-rise,LOW,141,,high,medium
Level2,8/5/16,low-rise,LOW,180,,high,high
Level2,7/25/17,low-rise,HIGH,195,no,low,high
Level3,8/27/16,mid-rise,LOW,152,,low,high
Level2,2/5/18,mid-rise,LOW,188,,high,high
Level3,5/3/17,mid-rise,LOW,169,,high,medium
Level7,9/3/16,mid-rise,LOW,130,,low,high
Level3,3/25/17,mid-rise,LOW,180,,low,high
Level9,12/5/17,low-rise,LOW,195,,low,high
Level4,3/24/18,low-rise,LOW,152,,high,medium
Level10,3/5/17,mid-rise,LOW,193,,low,high
Level3,10/3/18,low-rise,HIGH,178,no,high,medium
Level7,12/6/16,mid-rise,LOW,176,,low,medium
Level10,2/2/17,low-rise,LOW,152,,low,medium
Level9,11/29/16,mid-rise,HIGH,152,no,low,high
Level5,6/24/17,mid-rise,LOW,193,,low,high
Level5,5/6/18,low-rise,LOW,195,,high,medium
Level6,3/23/17,low-rise,LOW,180,,high,medium
Level8,12/31/17,mid-rise,HIGH,179,yes,low,high
Level7,7/5/18,low-rise,LOW,175,,low,high
Level9,12/5/17,mid-rise,HIGH,169,no,low,high
Level2,3/27/18,low-rise,LOW,154,,low,high
Level6,4/29/16,mid-rise,LOW,154,,low,high
Level5,7/6/18,mid-rise,LOW,195,,high,high
Level1,2/6/18,mid-rise,LOW,169,,high,medium
Level2,6/30/18,low-rise,LOW,178,,low,high
Level6,2/25/18,low-rise,LOW,178,,low,high
Level2,7/24/17,low-rise,LOW,199,,high,medium
Level5,1/4/17,mid-rise,LOW,175,,low,high
Level8,4/2/17,low-rise,LOW,123,,high,medium
Level9,5/7/17,low-rise,LOW,152,,high,medium
Level2,12/26/17,mid-rise,LOW,188,,low,medium
,3/25/18,low-rise,LOW,199,,low,medium
Level6,6/25/18,low-rise,LOW,199,,low,medium
Level7,7/6/18,mid-rise,HIGH,152,no,high,high
Level1,1/6/17,mid-rise,LOW,195,,high,medium
Level6,3/9/18,low-rise,LOW,103,,low,high
Level9,2/4/17,mid-rise,LOW,152,,high,medium
Level3,9/2/16,mid-rise,LOW,195,,low,medium
Level9,8/25/16,mid-rise,HIGH,175,no,low,high
Level1,12/3/17,mid-rise,HIGH,152,no,low,high
Level2,2/24/17,low-rise,LOW,199,,high,medium
Level2,10/30/17,mid-rise,LOW,180,,low,high
Level7,12/24/18,mid-rise,LOW,175,,high,medium
Level9,8/25/18,low-rise,LOW,195,,high,medium
Level5,12/31/16,low-rise,LOW,152,,low,high
Level10,6/5/17,mid-rise,LOW,123,,high,medium
Level4,2/24/17,mid-rise,LOW,155,,low,high
Level6,4/4/18,mid-rise,LOW,130,,low,high
Level1,12/27/16,mid-rise,LOW,155,,high,medium
Level3,1/28/18,mid-rise,LOW,138,,low,high
Level2,8/27/16,low-rise,HIGH,152,yes,high,medium
Level3,8/1/17,mid-rise,LOW,155,,low,high
Level6,4/30/18,low-rise,HIGH,180,no,high,medium
Level6,8/30/18,low-rise,LOW,160,,low,high
Level5,3/29/18,mid-rise,LOW,191,,high,medium
Level10,1/26/18,mid-rise,LOW,152,,low,medium
Level7,2/24/17,mid-rise,LOW,180,,high,medium
Level1,9/25/16,low-rise,HIGH,199,no,low,high
Level3,2/2/18,low-rise,LOW,193,,high,medium
Level2,8/31/18,low-rise,LOW,180,,high,medium
Level2,10/6/18,low-rise,LOW,195,,low,high
Level6,11/6/16,low-rise,HIGH,152,no,high,high
Level10,4/27/17,mid-rise,HIGH,199,no,low,high
Level4,8/31/16,mid-rise,LOW,123,,high,medium
Level9,1/1/19,mid-rise,LOW,175,,low,high
Level5,7/4/18,mid-rise,HIGH,154,no,low,high
Level6,2/23/18,low-rise,LOW,154,,low,medium
Level8,1/25/17,mid-rise,LOW,175,,high,medium
Level7,8/29/16,low-rise,HIGH,152,no,high,high
Level2,10/2/18,mid-rise,LOW,123,,low,high
Level3,12/6/17,low-rise,LOW,193,,low,medium
Level2,1/26/18,low-rise,LOW,199,,low,high
Level1,9/27/18,low-rise,HIGH,188,no,low,high
Level10,7/2/18,mid-rise,LOW,193,,high,medium
Level4,12/28/17,mid-rise,HIGH,123,no,low,high
Level3,11/23/17,mid-rise,LOW,105,,high,medium
Level7,6/2/18,low-rise,HIGH,152,no,low,high
Level3,9/30/18,low-rise,LOW,191,,low,high
Level10,12/1/16,low-rise,HIGH,180,no,high,high
Level6,4/24/18,low-rise,LOW,175,,low,medium
Level6,11/29/17,low-rise,LOW,193,,low,medium
Level1,5/24/17,low-rise,LOW,175,,high,medium
Level6,10/28/16,low-rise,LOW,180,,low,medium
Level7,1/3/17,mid-rise,LOW,180,,high,medium
Level10,3/27/18,low-rise,HIGH,180,no,low,medium
Level10,8/29/18,mid-rise,LOW,165,,high,medium
Level6,4/2/17,mid-rise,LOW,123,,high,medium
Level7,10/6/16,mid-rise,LOW,193,,low,high
Level9,9/28/16,low-rise,LOW,193,,high,medium
Level10,11/23/16,low-rise,LOW,175,,high,medium
Level7,3/2/17,low-rise,LOW,123,,low,high
Level2,7/1/18,low-rise,LOW,152,,high,medium
Level9,8/29/18,low-rise,HIGH,182,no,high,medium
Level6,10/7/16,mid-rise,LOW,180,,high,high
Level10,9/2/16,low-rise,LOW,155,,high,medium
Level3,6/24/17,low-rise,LOW,155,,high,medium
Level1,5/29/17,low-rise,LOW,152,,high,high
Level1,10/24/18,mid-rise,LOW,175,,high,medium
Level8,8/4/18,low-rise,LOW,155,,low,medium
Level9,9/25/17,mid-rise,HIGH,141,no,low,high
Level4,2/5/14,mid-rise,LOW,123,,high,medium
Level1,12/29/18,low-rise,LOW,199,,low,high
Level1,6/28/17,mid-rise,HIGH,154,no,low,high
Level5,3/3/17,low-rise,LOW,155,,high,medium
Level10,11/29/16,low-rise,HIGH,191,no,high,high
Level5,2/27/17,low-rise,LOW,152,,high,medium
Level7,10/26/18,low-rise,LOW,180,,high,medium
Level10,5/5/18,low-rise,HIGH,154,no,low,high
Level6,6/5/17,low-rise,LOW,191,,high,medium
Level1,10/6/17,low-rise,HIGH,195,no,high,high
Level9,7/24/18,low-rise,LOW,130,,low,high
Level10,1/31/18,low-rise,LOW,103,,high,medium
Level9,3/4/18,low-rise,LOW,165,,high,medium
Level4,9/28/18,low-rise,LOW,191,,low,medium
Level4,5/4/18,low-rise,HIGH,188,no,high,medium
Level9,7/31/16,low-rise,LOW,175,,high,medium
Level9,2/23/15,low-rise,LOW,152,,low,high
Level4,2/2/18,low-rise,LOW,176,,high,medium
Level9,5/28/16,mid-rise,LOW,152,,high,medium
Level9,3/31/18,mid-rise,HIGH,123,no,low,high
Level7,3/6/17,low-rise,HIGH,154,yes,low,high
Level7,12/28/16,mid-rise,LOW,130,,low,high
Level5,5/2/17,low-rise,LOW,152,,high,medium
Level8,12/3/16,low-rise,LOW,191,,high,medium
Level3,11/25/17,mid-rise,LOW,195,,low,medium
Level7,5/31/18,mid-rise,LOW,199,,low,medium
Level5,3/6/18,mid-rise,LOW,123,,high,medium
Level9,2/25/17,low-rise,LOW,178,,high,high
Level7,11/27/18,mid-rise,LOW,199,,low,medium
Level3,9/3/16,low-rise,LOW,152,,low,high
Level4,8/30/15,mid-rise,LOW,152,,high,high
Level9,5/27/17,low-rise,LOW,123,,high,medium
Level10,2/1/17,low-rise,LOW,175,,low,medium
Level6,9/25/15,low-rise,LOW,154,,low,high
Level3,5/24/18,low-rise,LOW,193,,high,medium
Level6,7/2/18,mid-rise,LOW,188,,high,high
Level7,6/26/17,low-rise,LOW,193,,high,medium
Level6,1/6/17,mid-rise,LOW,160,,low,high
Level9,8/27/17,mid-rise,LOW,188,,high,medium
Level9,10/23/17,mid-rise,HIGH,188,no,high,high
Level4,9/6/17,mid-rise,LOW,180,,low,high
Level8,1/4/17,low-rise,LOW,103,,low,high
Level9,10/2/16,low-rise,LOW,178,,low,high
Level9,9/30/16,mid-rise,LOW,123,,high,medium
Level2,12/2/16,low-rise,LOW,191,,low,medium
Level9,4/4/17,low-rise,HIGH,123,yes,high,high
Level5,7/26/18,low-rise,LOW,188,,high,medium
Level1,8/31/18,low-rise,LOW,199,,high,high
Level2,12/29/17,mid-rise,LOW,188,,low,high
Level9,7/6/18,low-rise,LOW,199,,high,medium
Level2,9/26/17,low-rise,HIGH,199,no,high,medium
Level2,4/6/18,mid-rise,LOW,175,,high,medium
Level9,6/23/17,low-rise,LOW,154,,high,high
Level6,11/1/18,low-rise,LOW,193,,low,high
Level2,8/25/18,mid-rise,HIGH,199,yes,high,medium
Level7,7/25/17,mid-rise,LOW,195,,low,medium
Level9,8/26/18,low-rise,LOW,123,,high,medium
Level5,10/31/18,low-rise,LOW,193,,high,medium
Level6,3/9/18,mid-rise,LOW,130,,low,medium
Level4,10/29/17,low-rise,LOW,179,,low,medium
Level2,1/30/17,low-rise,LOW,180,,high,medium
Level6,3/23/17,low-rise,LOW,152,,high,medium
Level10,12/1/16,mid-rise,LOW,152,,low,medium
Level6,12/4/17,low-rise,LOW,180,,high,medium
Level7,6/28/17,low-rise,LOW,176,,low,high
Level5,1/4/17,mid-rise,HIGH,123,no,low,high
Level4,9/26/16,low-rise,LOW,178,,high,medium
Level2,10/31/18,mid-rise,LOW,188,,high,high
Level8,1/4/17,mid-rise,LOW,152,,high,medium
Level8,5/31/17,low-rise,LOW,175,,high,medium
Level3,8/28/16,mid-rise,LOW,141,,low,high
Level8,3/6/17,low-rise,LOW,130,,low,high
Level1,12/2/16,low-rise,LOW,152,,low,medium
Level9,2/24/17,low-rise,LOW,179,,low,high
Level6,5/5/17,low-rise,HIGH,175,no,high,medium
Level6,3/27/18,mid-rise,LOW,175,,high,medium
Level6,11/3/17,low-rise,HIGH,152,no,low,medium
Level9,10/2/18,low-rise,LOW,152,,high,medium
Level10,7/25/18,mid-rise,LOW,154,,high,medium
Level5,1/26/18,mid-rise,LOW,155,,low,medium
Level5,3/3/17,low-rise,LOW,193,,high,medium
Level4,5/30/18,low-rise,LOW,180,,low,medium
Level7,2/3/15,mid-rise,LOW,123,,high,medium
Level2,1/31/17,mid-rise,LOW,130,,high,medium
Level4,10/30/17,low-rise,LOW,179,,high,medium
Level5,5/31/19,mid-rise,LOW,199,,low,medium
Level10,9/3/18,low-rise,LOW,193,,high,medium
Level3,5/25/17,mid-rise,LOW,182,,high,medium
Level4,7/24/16,low-rise,LOW,123,,low,high
Level7,12/29/16,mid-rise,HIGH,180,yes,low,high
Level9,8/23/16,mid-rise,LOW,152,,high,medium
Level10,8/27/17,low-rise,LOW,199,,low,high
Level5,11/4/16,mid-rise,LOW,182,,high,medium
Level9,3/25/17,mid-rise,LOW,195,,high,high
Level8,11/4/17,mid-rise,LOW,155,,low,high
Level2,8/5/16,mid-rise,LOW,180,,low,high
Level10,12/6/18,low-rise,LOW,152,,high,high
Level4,2/28/16,low-rise,LOW,154,,low,high
Level2,6/2/18,low-rise,LOW,179,,high,medium
Level10,7/25/16,mid-rise,LOW,182,,low,high
Level10,9/3/18,low-rise,LOW,141,,high,medium
Level6,11/26/18,low-rise,HIGH,155,no,low,high
Level8,6/28/15,low-rise,LOW,179,,high,high
Level3,7/30/17,mid-rise,HIGH,152,no,high,medium
Level2,2/25/18,low-rise,LOW,195,,low,medium
Level7,11/1/17,mid-rise,LOW,195,,low,high
Level8,8/29/18,low-rise,LOW,130,,low,high
Level4,3/9/18,low-rise,HIGH,195,no,high,high
Level7,6/2/15,mid-rise,LOW,199,,high,medium
Level8,10/26/16,low-rise,LOW,154,,low,high
Level10,10/6/16,mid-rise,LOW,195,,low,medium
Level2,10/7/16,mid-rise,LOW,178,,high,medium
Level8,5/25/17,low-rise,LOW,195,,low,high
Level1,11/30/16,low-rise,HIGH,152,no,high,high
Level10,7/25/18,mid-rise,LOW,103,,high,high
Level4,8/23/18,mid-rise,LOW,141,,low,high
Level5,10/26/16,low-rise,LOW,138,,low,medium
Level9,4/6/17,low-rise,LOW,155,,high,high
Level9,11/5/17,low-rise,HIGH,180,no,high,medium
Level5,9/6/18,mid-rise,LOW,180,,low,high
Level2,4/26/17,low-rise,LOW,188,,high,medium
,1/25/17,mid-rise,LOW,178,,high,medium
Level9,4/5/18,low-rise,LOW,180,,high,medium
Level5,9/29/17,low-rise,LOW,138,,low,high
Level7,8/24/16,low-rise,LOW,155,,low,high
Level6,12/6/17,mid-rise,HIGH,188,no,high,high
Level4,11/2/17,low-rise,HIGH,130,no,high,high
Level2,11/27/17,low-rise,HIGH,152,no,low,high
Level3,2/26/16,mid-rise,LOW,191,,low,high
Level8,2/5/18,low-rise,LOW,180,,low,high
Level6,8/29/16,mid-rise,LOW,178,,high,medium
Level9,8/6/18,low-rise,LOW,154,,low,high
Level3,3/9/18,mid-rise,LOW,154,,low,medium
Level3,9/25/16,low-rise,HIGH,138,no,high,high
Level2,3/30/18,low-rise,LOW,175,,high,medium
Level3,11/23/18,mid-rise,LOW,199,,low,high
Level8,5/24/17,mid-rise,HIGH,138,no,high,medium
Level1,11/26/17,low-rise,LOW,103,,low,high
Level3,12/25/17,low-rise,LOW,154,,high,high
Level7,2/5/17,low-rise,LOW,176,,high,medium
Level2,12/23/15,low-rise,LOW,154,,low,high
Level8,3/8/18,low-rise,HIGH,152,no,high,high
Level4,4/24/18,low-rise,HIGH,179,no,low,high
Level3,9/30/18,low-rise,HIGH,155,yes,high,medium
Level3,4/5/17,low-rise,LOW,103,,high,high
Level4,12/6/18,low-rise,HIGH,165,yes,low,medium
Level3,9/28/17,low-rise,LOW,191,,low,high
Level10,4/28/18,mid-rise,LOW,193,,high,medium
Level9,4/5/18,mid-rise,LOW,154,,high,high
Level10,3/27/18,low-rise,LOW,179,,low,high
Level4,7/6/18,low-rise,LOW,154,,low,high
Level7,9/29/16,mid-rise,LOW,179,,high,high
Level7,6/24/18,mid-rise,LOW,169,,low,high
Level9,1/26/17,low-rise,HIGH,130,no,low,high
Level9,8/26/17,low-rise,LOW,179,,low,medium
Level6,8/6/18,low-rise,LOW,152,,high,medium
Level9,7/27/18,low-rise,HIGH,165,no,high,medium
Level10,3/26/17,low-rise,LOW,193,,low,high
Level8,4/5/18,mid-rise,LOW,180,,low,high
Level4,11/5/16,low-rise,LOW,155,,low,high
Level10,8/4/17,low-rise,LOW,178,,high,medium
Level1,4/26/17,mid-rise,HIGH,152,no,high,medium
Level7,3/8/17,mid-rise,LOW,179,,high,medium
Level7,8/25/16,low-rise,LOW,191,,high,high
Level8,10/27/18,low-rise,LOW,188,,high,high
Level8,12/4/16,low-rise,LOW,152,,high,high
Level6,1/26/17,mid-rise,LOW,191,,high,medium
Level1,8/6/16,low-rise,LOW,152,,high,medium
Level6,10/6/18,low-rise,LOW,165,,low,high
Level10,11/26/18,mid-rise,HIGH,193,no,low,high
Level2,7/7/18,mid-rise,LOW,199,,high,medium
Level7,2/24/18,low-rise,HIGH,180,no,low,medium
Level9,10/26/16,low-rise,LOW,152,,high,high
Level10,12/28/17,low-rise,LOW,103,,low,high
Level1,5/24/17,mid-rise,LOW,188,,low,high
Level2,8/26/16,mid-rise,LOW,182,,low,high
Level10,11/30/16,mid-rise,LOW,188,,high,medium
Level6,3/9/17,low-rise,LOW,155,,high,medium
Level3,12/27/16,mid-rise,LOW,193,,low,high
Level4,6/30/18,mid-rise,LOW,199,,low,high
Level5,2/25/18,low-rise,HIGH,155,no,low,high
Level9,6/24/18,low-rise,LOW,165,,low,high
Level4,8/28/16,mid-rise,LOW,175,,low,high
Level9,4/25/18,low-rise,LOW,175,,low,high
Level3,8/29/17,low-rise,LOW,154,,high,medium
Level5,9/1/15,low-rise,LOW,130,,high,high
Level2,10/29/17,low-rise,LOW,199,,low,medium
Level3,5/27/17,low-rise,LOW,152,,high,medium
Level2,3/28/18,mid-rise,LOW,130,,low,high
Level4,11/3/16,mid-rise,LOW,130,,high,medium
Level7,9/3/18,mid-rise,HIGH,152,no,high,high
Level5,10/26/16,mid-rise,HIGH,152,no,low,high
Level2,8/6/16,low-rise,LOW,154,,high,medium
Level4,1/29/17,low-rise,LOW,199,,low,high
Level9,8/30/17,mid-rise,LOW,175,,low,high
Level5,7/25/16,low-rise,LOW,154,,high,medium
Level10,6/5/17,low-rise,HIGH,191,no,low,high
Level2,9/26/18,mid-rise,LOW,179,,low,high
Level7,7/30/18,low-rise,LOW,141,,high,medium
Level6,12/1/18,mid-rise,LOW,188,,high,medium
Level7,3/30/17,low-rise,LOW,188,,high,medium
Level1,10/30/17,mid-rise,LOW,165,,high,medium
Level2,2/28/17,mid-rise,LOW,191,,high,medium
Level8,8/25/18,low-rise,LOW,175,,low,medium
Level5,9/26/18,mid-rise,LOW,154,,low,high
Level6,11/5/18,mid-rise,LOW,199,,low,high
Level10,3/25/17,low-rise,LOW,175,,low,high
Level4,11/25/18,low-rise,LOW,152,,high,high
Level7,3/30/18,mid-rise,LOW,199,,low,high
Level5,5/24/17,low-rise,LOW,199,,high,medium
Level6,8/28/16,low-rise,LOW,155,,low,high
Level8,11/28/18,low-rise,LOW,123,,high,medium
Level4,4/6/16,low-rise,LOW,154,,high,medium
Level3,10/2/16,mid-rise,LOW,154,,low,high
Level5,9/28/18,mid-rise,LOW,179,,low,medium
Level10,8/24/17,mid-rise,HIGH,123,no,low,high
Level1,4/26/17,mid-rise,LOW,180,,high,medium
Level9,7/31/17,low-rise,LOW,169,,high,medium
Level2,3/4/18,low-rise,LOW,123,,high,medium
Level5,11/6/18,low-rise,HIGH,152,no,high,high
Level8,5/1/17,low-rise,LOW,152,,high,medium
Level3,1/24/17,mid-rise,LOW,191,,high,medium
Level9,4/4/18,low-rise,LOW,179,,low,high
Level9,2/6/18,mid-rise,HIGH,123,no,low,high
Level3,10/4/17,low-rise,LOW,152,,high,medium
Level6,4/6/17,mid-rise,HIGH,152,no,low,medium
Level8,4/25/18,low-rise,LOW,152,,high,high
Level8,12/23/16,low-rise,HIGH,152,no,high,medium
Level2,5/27/17,low-rise,LOW,154,,high,medium
Level8,11/3/18,mid-rise,HIGH,195,no,high,medium
Level9,1/23/18,mid-rise,LOW,188,,low,medium
Level10,5/5/18,mid-rise,LOW,175,,high,medium
Level3,5/26/17,low-rise,LOW,152,,high,high
Level2,9/28/17,low-rise,HIGH,152,no,low,high
Level4,1/3/19,low-rise,LOW,165,,high,medium
Level1,2/28/17,low-rise,LOW,123,,high,medium
Level10,10/29/18,mid-rise,LOW,188,,high,medium
Level5,1/29/17,low-rise,LOW,188,,low,medium
Level10,12/26/17,mid-rise,LOW,154,,low,high
Level3,12/3/16,low-rise,LOW,160,,high,medium
Level5,11/1/17,low-rise,LOW,154,,low,high
Level8,7/28/18,mid-rise,LOW,154,,low,high
Level8,1/3/17,low-rise,LOW,155,,low,medium
Level2,1/27/17,low-rise,LOW,175,,high,high
Level5,8/2/16,mid-rise,LOW,152,,high,high
Level6,9/5/16,mid-rise,LOW,154,,low,high
,10/3/18,mid-rise,LOW,180,,low,high
Level10,4/29/16,mid-rise,LOW,180,,low,high
Level8,8/29/16,low-rise,LOW,195,,low,high
Level9,11/26/17,low-rise,LOW,165,,low,high
Level4,12/29/17,mid-rise,HIGH,179,no,low,high
Level8,5/6/17,low-rise,LOW,179,,high,high
Level6,2/1/16,low-rise,LOW,154,,high,medium
Level9,6/25/18,low-rise,LOW,152,,high,medium
Level5,5/28/17,mid-rise,HIGH,179,no,low,high
Level10,4/4/15,low-rise,LOW,155,,high,medium
Level10,4/23/18,low-rise,LOW,123,,high,medium
Level9,11/29/16,low-rise,LOW,178,,low,high
Level4,9/4/18,mid-rise,LOW,199,,high,high
Level10,10/3/16,mid-rise,LOW,195,,high,medium
Level1,8/4/17,mid-rise,LOW,165,,high,medium
Level3,12/4/16,mid-rise,LOW,160,,high,medium
Level8,9/28/17,low-rise,LOW,182,,low,high
